order_id,txn_time_gmt7,service_group_name,service_name,payer_user_id,payer_user_type,payee_user_id,payee_user_type,amount,command_name,customer_id,merchant
1.80102E+22,2018-01-02 15:38:17 UTC,Fund-in,Fund-in - ATM,4,agent,6047,customer,95000,Payment,6047,
1.80102E+22,2018-01-02 22:10:54 UTC,Fund-in,Fund-in - ATM,4,agent,8000,customer,100000,Payment,8000,
1.80102E+22,2018-01-02 11:13:29 UTC,Fund-in,Fund-in - TPBank,13908,customer,13908,customer,100000,Payment,13908,
1.80102E+22,2018-01-02 20:18:25 UTC,Fund-in,Fund-in - TPBank,5,customer,5,customer,250000,Payment,5,
1.80102E+22,2018-01-02 17:04:26 UTC,Fund-in,Fund-in - Vietinbank,13335,customer,13335,customer,10000,Payment,13335,
1.80102E+22,2018-01-02 17:09:55 UTC,Fund-in,Fund-in - Vietinbank,13335,customer,13335,customer,3000000,Payment,13335,
1.80102E+22,2018-01-02 17:30:47 UTC,Fund-in,Fund-in - Vietinbank,13335,customer,13335,customer,10000000,Payment,13335,
1.80102E+22,2018-01-02 17:06:55 UTC,Fund-in,Fund-in - Vietinbank,13335,customer,13335,customer,1900000,Payment,13335,
1.80102E+22,2018-01-02 17:32:06 UTC,Fund-in,Fund-in - Vietinbank,13335,customer,13335,customer,1900000,Payment,13335,
1.80102E+22,2018-01-02 17:26:45 UTC,Fund-in,Fund-in - Vietinbank,4,customer,4,customer,1900000,Payment,4,
1.80102E+22,2018-01-02 18:02:55 UTC,Fund-out,Fund-out - Vietinbank,4,customer,4,customer,1500000,Payment,4,
1.80102E+22,2018-01-02 18:03:46 UTC,Fund-out,Fund-out - Vietinbank,4,customer,4,customer,400000,Payment,4,
1.80102E+22,2018-01-02 17:46:07 UTC,Fund-out,Fund-out - Vietinbank,4,customer,4,customer,20000,Payment,4,
1.80102E+22,2018-01-02 17:54:39 UTC,Fund-out,Fund-out - Vietinbank,13335,customer,13335,customer,3000000,Payment,13335,
1.80102E+22,2018-01-02 17:45:13 UTC,Fund-out,Fund-out - Vietinbank,13335,customer,13335,customer,50000,Payment,13335,
1.80102E+22,2018-01-02 22:14:03 UTC,TopUp,PIN Purchase - Viettel,8000,customer,5,agent,96500,Payment,8000,
1.80102E+22,2018-01-02 11:51:40 UTC,TopUp,PIN Purchase - Viettel,13908,customer,5,agent,96500,Payment,13908,
1.80102E+22,2018-01-02 18:25:24 UTC,TopUp,PIN Purchase - Viettel,13452,customer,5,agent,193000,Payment,13452,
1.80102E+22,2018-01-02 18:23:17 UTC,TopUp,PIN Purchase - Viettel,13452,customer,5,agent,193000,Payment,13452,
1.80102E+22,2018-01-02 10:32:44 UTC,TopUp,PIN Purchase - Viettel,227,customer,5,agent,48250,Payment,227,
1.80102E+22,2018-01-02 17:29:59 UTC,TopUp,PIN Purchase - Vinaphone,13827,customer,5,agent,9460,Payment,13827,
1.80102E+22,2018-01-02 15:43:01 UTC,TopUp,PIN Purchase - Vinaphone,2953,customer,5,agent,18920,Payment,2953,
1.80102E+22,2018-01-02 19:21:28 UTC,TopUp,PIN Purchase - Vinaphone,2953,customer,5,agent,9460,Payment,2953,
1.80102E+22,2018-01-02 14:53:21 UTC,TopUp,PIN Purchase - Vinaphone,5525,customer,5,agent,18920,Payment,5525,
1.80102E+22,2018-01-02 15:15:57 UTC,TopUp,PIN Purchase - Vinaphone,6047,customer,5,agent,47300,Payment,6047,
1.80102E+22,2018-01-02 15:38:35 UTC,TopUp,PIN Purchase - Vinaphone,6047,customer,5,agent,94600,Payment,6047,
1.80102E+22,2018-01-02 15:35:24 UTC,TopUp,PIN Purchase - Vinaphone,6047,customer,5,agent,47300,Payment,6047,
1.70922E+22,2017-09-23 01:52:38 UTC,Fund-in,Fund-in - ATM,4,agent,196,customer,300000,Payment,196,
1.70923E+22,2017-09-23 18:37:54 UTC,Virtual Card,Prepaid Card - Deduct,5,customer,2,agent,20000,Payment,5,GOOGLE
1.70923E+22,2017-09-23 18:36:48 UTC,Virtual Card,Prepaid Card - Deduct,5,customer,2,agent,20000,Payment,5,GOOGLE
1.70923E+22,2017-09-23 18:36:53 UTC,Virtual Card,Prepaid Card - Deduct,2,agent,5,customer,20000,Cancel,5,GOOGLE
1.70923E+22,2017-09-23 09:56:22 UTC,Virtual Card,Prepaid Card - Deduct,2,agent,5,customer,48500,Cancel,5,
1.70922E+22,2017-09-23 02:45:36 UTC,TopUp,PIN Purchase - Viettel,196,customer,5,agent,19300,Payment,196,
1.70923E+22,2017-09-23 08:31:26 UTC,TopUp,PIN Purchase - Viettel,46,customer,5,agent,48250,Payment,46,
1.70923E+22,2017-09-23 22:09:36 UTC,TopUp,PIN Purchase - Viettel,118,customer,5,agent,19300,Payment,118,
1.70923E+22,2017-09-23 14:23:47 UTC,TopUp,PIN Purchase - Mobifone,196,customer,5,agent,190000,Payment,196,
1.70923E+22,2017-09-23 14:44:40 UTC,Fund-in,Fund-in - TP Bank,5,customer,5,customer,10000,Payment,5,
1.70923E+22,2017-09-23 11:18:39 UTC,Fund-in,Fund-in - TP Bank,18,customer,18,customer,20000,Payment,18,
1.70923E+22,2017-09-23 12:35:17 UTC,Fund-out,Fund-out - TP Bank,38,customer,38,customer,20000,Payment,38,
1.70923E+22,2017-09-23 14:31:47 UTC,Fund-out,Fund-out - TP Bank,5,customer,5,customer,20000,Payment,5,
1.70923E+22,2017-09-23 12:42:11 UTC,Fund-out,Fund-out - TP Bank,3,customer,3,customer,20000,Payment,3,
1.70923E+22,2017-09-23 12:30:11 UTC,Fund-out,Fund-out - TP Bank,5,customer,5,customer,20000,Payment,5,
1.70923E+22,2017-09-23 12:31:15 UTC,Fund-out,Fund-out - TP Bank,5,customer,5,customer,20000,Payment,5,
1.70923E+22,2017-09-23 14:40:16 UTC,Fund-out,Fund-out - TP Bank,5,customer,5,customer,20000,Payment,5,
1.70923E+22,2017-09-23 13:41:51 UTC,Fund-out,Fund-out - TP Bank,5,customer,5,customer,20000,Payment,5,
1.70923E+22,2017-09-23 14:32:48 UTC,Fund-out,Fund-out - TP Bank,5,customer,5,customer,20000,Payment,5,
1.70923E+22,2017-09-23 14:43:09 UTC,Fund-out,Fund-out - TP Bank,5,customer,5,customer,20000,Payment,5,
1.70923E+22,2017-09-23 14:32:25 UTC,Fund-out,Fund-out - TP Bank,5,customer,5,customer,20000,Payment,5,
1.70923E+22,2017-09-23 14:33:27 UTC,Fund-out,Fund-out - TP Bank,5,customer,5,customer,20000,Payment,5,
1.70923E+22,2017-09-23 14:31:27 UTC,Fund-out,Fund-out - TP Bank,5,customer,5,customer,20000,Payment,5,
1.70923E+22,2017-09-23 10:43:17 UTC,Fund-in,Fund-in - TP Bank,1,customer,1,customer,50000,Payment,1,
1.71206E+22,2017-12-06 10:03:28 UTC,TopUp,PIN Purchase - Mobifone,7415,customer,5,agent,47500,Payment,7415,
1.71206E+22,2017-12-06 10:56:37 UTC,TopUp,PIN Purchase - Vinaphone,7415,customer,5,agent,47300,Payment,7415,
1.71206E+22,2017-12-07 03:09:51 UTC,TopUp,PIN Purchase - Mobifone,6087,customer,5,agent,19000,Payment,6087,
1.71206E+22,2017-12-06 15:06:38 UTC,TopUp,PIN Purchase - Mobifone,10646,customer,5,agent,95000,Payment,10646,
1.71206E+22,2017-12-06 16:10:13 UTC,Fund-in,Fund-in - TP Bank,13,customer,13,customer,200000,Payment,13,
1.71206E+22,2017-12-06 14:52:57 UTC,Fund-in,Fund-in - TP Bank,152,customer,152,customer,40000,Payment,152,
1.71206E+22,2017-12-06 21:10:36 UTC,Fund-in,Fund-in - TP Bank,43,customer,43,customer,40000,Payment,43,
1.71206E+22,2017-12-07 03:06:29 UTC,Fund-in,Fund-in - ATM,4,agent,6087,customer,20000,Payment,6087,
1.71206E+22,2017-12-06 09:33:03 UTC,Fund-in,Fund-in - ATM,4,agent,4,customer,10000,Payment,4,
1.71206E+22,2017-12-06 09:31:24 UTC,Fund-in,Fund-in - ATM,4,agent,4,customer,10000,Payment,4,
1.71206E+22,2017-12-06 09:38:57 UTC,Fund-in,Fund-in - ATM,4,agent,4,customer,10000,Payment,4,
1.80223E+22,2018-02-23 15:35:46 UTC,Fund-in,Fund-in - TPBank,18,customer,18,customer,20000,Payment,18,
1.80223E+22,2018-02-23 16:52:43 UTC,Fund-in,Fund-in - TPBank,121,customer,121,customer,10000,Payment,121,
1.80223E+22,2018-02-23 16:14:22 UTC,Fund-in,Fund-in - TPBank,4,customer,4,customer,12000,Payment,4,
1.80223E+22,2018-02-23 07:59:22 UTC,Fund-in,Fund-in - TPBank,26,customer,26,customer,300000,Payment,26,
1.80223E+22,2018-02-23 18:30:39 UTC,Fund-in,Fund-in - ATM,4,agent,37820,customer,38000,Payment,37820,
1.80223E+22,2018-02-23 19:08:45 UTC,Fund-in,Fund-in - ATM,4,agent,39086,customer,37900,Payment,39086,
1.80223E+22,2018-02-23 20:25:02 UTC,Fund-in,Fund-in - ATM,4,agent,37715,customer,38000,Payment,37715,
1.80223E+22,2018-02-23 21:21:00 UTC,Fund-in,Fund-in - ATM,4,agent,39409,customer,37000,Payment,39409,
1.80223E+22,2018-02-23 12:08:48 UTC,Fund-in,Fund-in - ATM,4,agent,24615,customer,10000,Payment,24615,
1.80223E+22,2018-02-23 09:37:22 UTC,Fund-in,Fund-in - ATM,4,agent,38970,customer,50000,Payment,38970,
1.80223E+22,2018-02-23 09:43:26 UTC,Fund-in,Fund-in - ATM,4,agent,37305,customer,167400,Payment,37305,
1.80223E+22,2018-02-23 15:33:05 UTC,Fund-in,Fund-in - ATM,4,agent,39254,customer,50000,Payment,39254,
1.80223E+22,2018-02-23 20:02:56 UTC,Fund-in,Fund-in - ATM,4,agent,39087,customer,50000,Payment,39087,
1.80223E+22,2018-02-23 19:00:36 UTC,Fund-in,Fund-in - ATM,4,agent,37889,customer,38000,Payment,37889,
1.80223E+22,2018-02-23 08:44:28 UTC,Fund-in,Fund-in - ATM,4,agent,37787,customer,38000,Payment,37787,
1.80223E+22,2018-02-23 12:44:12 UTC,Fund-in,Fund-in - ATM,4,agent,37955,customer,38000,Payment,37955,
1.80223E+22,2018-02-23 19:27:09 UTC,Fund-in,Fund-in - ATM,4,agent,39393,customer,70000,Payment,39393,
1.80223E+22,2018-02-23 14:58:25 UTC,Fund-in,Fund-in - ATM,4,agent,37900,customer,38000,Payment,37900,
1.80223E+22,2018-02-23 19:34:05 UTC,Fund-in,Fund-in - ATM,4,agent,39191,customer,48000,Payment,39191,
1.80223E+22,2018-02-23 18:59:41 UTC,Fund-in,Fund-in - ATM,4,agent,39084,customer,37900,Payment,39084,
1.80223E+22,2018-02-23 08:35:27 UTC,Fund-in,Fund-in - ATM,4,agent,38907,customer,50000,Payment,38907,
1.80223E+22,2018-02-23 12:29:25 UTC,Fund-in,Fund-in - ATM,4,agent,39112,customer,38000,Payment,39112,
1.80223E+22,2018-02-23 18:15:41 UTC,Fund-in,Fund-in - ATM,4,agent,37821,customer,38000,Payment,37821,
1.80223E+22,2018-02-23 20:18:33 UTC,Fund-in,Fund-in - ATM,4,agent,39090,customer,22400,Payment,39090,
1.80223E+22,2018-02-23 11:51:28 UTC,Fund-in,Fund-in - ATM,4,agent,38922,customer,37900,Payment,38922,
1.80223E+22,2018-02-23 09:10:18 UTC,Fund-in,Fund-in - ATM,4,agent,37305,customer,167400,Payment,37305,
1.80223E+22,2018-02-23 18:51:26 UTC,Fund-in,Fund-in - ATM,4,agent,37874,customer,10000,Payment,37874,
1.80223E+22,2018-02-23 09:51:15 UTC,Fund-in,Fund-in - ATM,4,agent,38991,customer,50000,Payment,38991,
1.80223E+22,2018-02-23 07:56:57 UTC,Fund-in,Fund-in - ATM,4,agent,38399,customer,2850000,Payment,38399,
1.80223E+22,2018-02-23 20:54:04 UTC,Fund-in,Fund-in - ATM,4,agent,39403,customer,112000,Payment,39403,
1.80223E+22,2018-02-23 09:36:48 UTC,Fund-in,Fund-in - ATM,4,agent,37763,customer,38000,Payment,37763,
1.80223E+22,2018-02-23 16:14:40 UTC,Fund-in,Fund-in - ATM,4,agent,37406,customer,38000,Payment,37406,
1.80223E+22,2018-02-23 16:31:12 UTC,Fund-in,Fund-in - ATM,4,agent,37835,customer,38000,Payment,37835,
1.80223E+22,2018-02-23 12:41:09 UTC,Fund-in,Fund-in - ATM,4,agent,39085,customer,167400,Payment,39085,
1.80223E+22,2018-02-23 10:06:44 UTC,Fund-in,Fund-in - ATM,4,agent,39004,customer,10000,Payment,39004,
1.80223E+22,2018-02-23 15:53:36 UTC,Fund-in,Fund-in - ATM,4,agent,37877,customer,38000,Payment,37877,
1.80223E+22,2018-02-23 10:00:26 UTC,Fund-in,Fund-in - ATM,4,agent,38997,customer,15000,Payment,38997,
1.80223E+22,2018-02-23 14:32:45 UTC,Fund-in,Fund-in - ATM,4,agent,37918,customer,21000,Payment,37918,
1.80223E+22,2018-02-23 12:54:57 UTC,Fund-in,Fund-in - ATM,4,agent,39098,customer,167400,Payment,39098,
1.80223E+22,2018-02-23 09:18:10 UTC,Fund-in,Fund-in - ATM,4,agent,37766,customer,38000,Payment,37766,
1.80223E+22,2018-02-23 07:55:23 UTC,Fund-in,Fund-in - ATM,4,agent,37802,customer,38000,Payment,37802,
1.80223E+22,2018-02-23 20:47:57 UTC,Fund-in,Fund-in - ATM,4,agent,39405,customer,56000,Payment,39405,
1.80223E+22,2018-02-23 18:28:43 UTC,Fund-in,Fund-in - ATM,4,agent,38928,customer,37900,Payment,38928,
1.80223E+22,2018-02-23 14:17:05 UTC,Fund-in,Fund-in - ATM,4,agent,37927,customer,38000,Payment,37927,
1.80223E+22,2018-02-23 10:27:10 UTC,Fund-in,Fund-in - ATM,4,agent,37738,customer,15000,Payment,37738,
1.80223E+22,2018-02-23 19:21:56 UTC,Fund-in,Fund-in - ATM,4,agent,37725,customer,38000,Payment,37725,
1.80223E+22,2018-02-23 12:53:10 UTC,Fund-in,Fund-in - ATM,4,agent,39113,customer,55000,Payment,39113,
1.80223E+22,2018-02-23 20:53:03 UTC,Fund-in,Fund-in - ATM,4,agent,37698,customer,38000,Payment,37698,
1.80223E+22,2018-02-23 14:03:17 UTC,Fund-in,Fund-in - ATM,4,agent,39156,customer,120000,Payment,39156,
1.80223E+22,2018-02-23 22:20:20 UTC,Fund-in,Fund-in - ATM,4,agent,33523,customer,48250,Payment,33523,
1.80223E+22,2018-02-23 11:43:11 UTC,Fund-in,Fund-in - ATM,4,agent,24539,customer,45000,Payment,24539,
1.80223E+22,2018-02-23 18:32:13 UTC,Fund-in,Fund-in - ATM,4,agent,24793,customer,17000,Payment,24793,
1.80223E+22,2018-02-23 14:45:17 UTC,Fund-in,Fund-in - ATM,4,agent,39201,customer,38000,Payment,39201,
1.80223E+22,2018-02-23 11:58:17 UTC,Fund-in,Fund-in - ATM,4,agent,36989,customer,38000,Payment,36989,
1.80223E+22,2018-02-23 14:42:05 UTC,Fund-in,Fund-in - ATM,4,agent,37914,customer,38000,Payment,37914,
1.80222E+22,2018-02-23 06:58:57 UTC,Fund-in,Fund-in - ATM,4,agent,36855,customer,38000,Payment,36855,
1.80223E+22,2018-02-23 15:09:40 UTC,Fund-in,Fund-in - ATM,4,agent,39222,customer,38000,Payment,39222,
1.80223E+22,2018-02-23 08:44:06 UTC,Fund-in,Fund-in - ATM,4,agent,38912,customer,50000,Payment,38912,
1.80223E+22,2018-02-23 15:28:46 UTC,Fund-in,Fund-in - ATM,4,agent,37899,customer,38000,Payment,37899,
1.80223E+22,2018-02-23 20:50:21 UTC,Fund-in,Fund-in - ATM,4,agent,39417,customer,37000,Payment,39417,
1.80223E+22,2018-02-23 19:10:39 UTC,Fund-in,Fund-in - ATM,4,agent,39199,customer,500000,Payment,39199,
1.80223E+22,2018-02-23 17:42:47 UTC,Fund-in,Fund-in - ATM,4,agent,39250,customer,334800,Payment,39250,
1.80223E+22,2018-02-23 13:41:13 UTC,Fund-in,Fund-in - ATM,4,agent,24926,customer,55000,Payment,24926,
1.80223E+22,2018-02-23 14:41:53 UTC,Fund-in,Fund-in - ATM,4,agent,39199,customer,50000,Payment,39199,
1.80223E+22,2018-02-23 08:37:09 UTC,Fund-in,Fund-in - ATM,4,agent,38837,customer,167400,Payment,38837,
1.80223E+22,2018-02-23 15:03:56 UTC,Fund-in,Fund-in - ATM,4,agent,39212,customer,38000,Payment,39212,
1.80223E+22,2018-02-23 19:04:34 UTC,Fund-in,Fund-in - ATM,4,agent,39083,customer,37900,Payment,39083,
1.80223E+22,2018-02-23 12:26:32 UTC,Fund-in,Fund-in - ATM,4,agent,39078,customer,167400,Payment,39078,
1.80223E+22,2018-02-23 15:48:25 UTC,Fund-in,Fund-in - ATM,4,agent,37897,customer,38000,Payment,37897,
1.80223E+22,2018-02-23 17:08:12 UTC,Fund-in,Fund-in - ATM,4,agent,38851,customer,85000,Payment,38851,
1.80223E+22,2018-02-23 15:16:49 UTC,Fund-in,Fund-in - ATM,4,agent,39229,customer,50000,Payment,39229,
1.80223E+22,2018-02-23 16:19:40 UTC,Fund-in,Fund-in - ATM,4,agent,37857,customer,38000,Payment,37857,
1.80223E+22,2018-02-23 09:25:07 UTC,Fund-in,Fund-in - ATM,4,agent,37305,customer,167400,Payment,37305,
1.80223E+22,2018-02-23 16:15:29 UTC,Fund-in,Fund-in - ATM,4,agent,39313,customer,50000,Payment,39313,
1.80223E+22,2018-02-23 11:38:04 UTC,Fund-in,Fund-in - ATM,4,agent,38827,customer,37900,Payment,38827,
1.80223E+22,2018-02-23 12:33:51 UTC,Fund-in,Fund-in - ATM,4,agent,37957,customer,38000,Payment,37957,
1.80223E+22,2018-02-23 13:49:41 UTC,Fund-in,Fund-in - ATM,4,agent,39141,customer,98000,Payment,39141,
1.80223E+22,2018-02-23 21:02:07 UTC,Fund-in,Fund-in - ATM,4,agent,39414,customer,37000,Payment,39414,
1.80223E+22,2018-02-23 14:35:42 UTC,Fund-in,Fund-in - ATM,4,agent,39196,customer,38000,Payment,39196,
1.80223E+22,2018-02-23 08:57:20 UTC,Fund-in,Fund-in - ATM,4,agent,38835,customer,55800,Payment,38835,
1.80223E+22,2018-02-23 10:18:38 UTC,Fund-in,Fund-in - ATM,4,agent,39024,customer,10000,Payment,39024,
1.80223E+22,2018-02-23 20:06:48 UTC,Fund-in,Fund-in - ATM,4,agent,24998,customer,10000,Payment,24998,
1.80223E+22,2018-02-23 20:31:02 UTC,Fund-in,Fund-in - ATM,4,agent,37713,customer,38000,Payment,37713,
1.80223E+22,2018-02-23 13:06:34 UTC,Fund-in,Fund-in - ATM,4,agent,39123,customer,38000,Payment,39123,
1.80223E+22,2018-02-23 09:01:46 UTC,Fund-in,Fund-in - ATM,4,agent,38920,customer,50000,Payment,38920,
1.80223E+22,2018-02-23 15:18:40 UTC,Fund-in,Fund-in - ATM,4,agent,39227,customer,38000,Payment,39227,
1.80223E+22,2018-02-23 09:27:43 UTC,Fund-in,Fund-in - ATM,4,agent,38962,customer,50000,Payment,38962,
1.80223E+22,2018-02-23 20:09:47 UTC,Fund-in,Fund-in - ATM,4,agent,35664,customer,50000,Payment,35664,
1.80223E+22,2018-02-23 10:51:55 UTC,Fund-in,Fund-in - ATM,4,agent,37737,customer,10000,Payment,37737,
1.80223E+22,2018-02-23 18:54:23 UTC,Fund-in,Fund-in - ATM,4,agent,37871,customer,33000,Payment,37871,
1.80222E+22,2018-02-23 06:26:25 UTC,Fund-in,Fund-in - ATM,4,agent,36883,customer,38000,Payment,36883,
1.80223E+22,2018-02-23 22:08:22 UTC,Fund-in,Fund-in - ATM,4,agent,33172,customer,48250,Payment,33172,
1.80223E+22,2018-02-23 13:05:12 UTC,Fund-in,Fund-in - ATM,4,agent,37946,customer,38000,Payment,37946,
1.80223E+22,2018-02-23 15:58:49 UTC,Fund-in,Fund-in - ATM,4,agent,37856,customer,38000,Payment,37856,
1.80223E+22,2018-02-24 00:56:46 UTC,Fund-in,Fund-in - ATM,4,agent,38152,customer,1000000,Payment,38152,
1.80223E+22,2018-02-23 12:42:43 UTC,Fund-in,Fund-in - ATM,4,agent,24539,customer,10000,Payment,24539,
1.80223E+22,2018-02-23 18:53:15 UTC,Fund-in,Fund-in - ATM,4,agent,38937,customer,37900,Payment,38937,
1.80223E+22,2018-02-23 15:25:46 UTC,Fund-in,Fund-in - ATM,4,agent,39242,customer,50000,Payment,39242,
1.80223E+22,2018-02-23 10:41:34 UTC,Fund-in,Fund-in - ATM,4,agent,37754,customer,15000,Payment,37754,
1.80223E+22,2018-02-23 13:30:39 UTC,Fund-in,Fund-in - ATM,4,agent,37929,customer,38000,Payment,37929,
1.80223E+22,2018-02-23 12:27:23 UTC,Fund-in,Fund-in - ATM,4,agent,39111,customer,15000,Payment,39111,
1.80223E+22,2018-02-23 21:36:11 UTC,Fund-in,Fund-in - ATM,4,agent,23571,customer,33000,Payment,23571,
1.80223E+22,2018-02-23 18:32:57 UTC,Fund-in,Fund-in - ATM,4,agent,39286,customer,334800,Payment,39286,
1.80223E+22,2018-02-23 07:24:23 UTC,Fund-in,Fund-in - ATM,4,agent,36857,customer,38000,Payment,36857,
1.80223E+22,2018-02-23 13:12:48 UTC,Fund-in,Fund-in - ATM,4,agent,39102,customer,55800,Payment,39102,
1.80223E+22,2018-02-23 20:00:58 UTC,Fund-in,Fund-in - ATM,4,agent,39400,customer,167400,Payment,39400,
1.80223E+22,2018-02-23 12:58:43 UTC,Fund-in,Fund-in - ATM,4,agent,37931,customer,38000,Payment,37931,
1.80223E+22,2018-02-23 08:18:37 UTC,Fund-in,Fund-in - ATM,4,agent,38152,customer,5000000,Payment,38152,
1.80223E+22,2018-02-23 12:18:46 UTC,Fund-in,Fund-in - ATM,4,agent,38402,customer,38000,Payment,38402,
1.80223E+22,2018-02-23 08:00:19 UTC,Fund-in,Fund-in - ATM,4,agent,37800,customer,38000,Payment,37800,
1.80223E+22,2018-02-23 09:51:28 UTC,Fund-in,Fund-in - ATM,4,agent,37757,customer,50000,Payment,37757,
1.80223E+22,2018-02-23 21:06:48 UTC,Fund-in,Fund-in - ATM,4,agent,39413,customer,37000,Payment,39413,
1.80223E+22,2018-02-23 09:11:24 UTC,Fund-in,Fund-in - ATM,4,agent,38947,customer,50000,Payment,38947,
1.80223E+22,2018-02-23 19:27:11 UTC,Fund-in,Fund-in - ATM,4,agent,37723,customer,38000,Payment,37723,
1.80223E+22,2018-02-23 19:12:04 UTC,Fund-in,Fund-in - ATM,4,agent,37885,customer,38000,Payment,37885,
1.80223E+22,2018-02-23 20:47:09 UTC,Fund-in,Fund-in - ATM,4,agent,37700,customer,38000,Payment,37700,
1.80223E+22,2018-02-23 16:08:48 UTC,Fund-in,Fund-in - ATM,4,agent,37858,customer,38000,Payment,37858,
1.80223E+22,2018-02-23 13:42:39 UTC,Fund-in,Fund-in - ATM,4,agent,39137,customer,50000,Payment,39137,
1.80223E+22,2018-02-23 21:11:14 UTC,Fund-in,Fund-in - ATM,4,agent,37690,customer,38000,Payment,37690,
1.80223E+22,2018-02-23 12:09:24 UTC,Fund-in,Fund-in - ATM,4,agent,38405,customer,38000,Payment,38405,
1.80223E+22,2018-02-23 14:52:26 UTC,Fund-in,Fund-in - ATM,4,agent,37921,customer,38000,Payment,37921,
